坐标X,坐标Y,东经（E）,北纬（N）
42991659,8.4950533,57.0382219,10.91761466
42991659,8.4951316,57.0377045,10.26241314
42991660,8.4934561,57.0388635,9.854163815
42991660,8.4932023,57.0388068,9.755685517
42991661,8.4915196,57.0348166,12.55282309
42991661,8.4891618,57.0355816,11.94876189
42991661,8.4888485,57.0356551,11.919896
42991661,8.4882028,57.0357096,11.43693083
42991661,8.4868158,57.0359197,10.85131771
42991661,8.4860267,57.0360844,10.92411797
42991661,8.4855818,57.036193,10.9290917
42991661,8.4842823,57.0365102,10.57948279
42991662,8.4868158,57.0359197,10.98048396
42991663,8.5130168,57.0380911,11.9131258
42991663,8.5121478,57.0371778,11.66935996
42991664,8.4945638,57.038257,11.14843256
42991665,8.4936964,57.0374783,10.89138727
42991665,8.4935132,57.0374882,10.61514108
42991665,8.491621,57.0379374,10.04159857
42991665,8.4900758,57.0383087,10.06685888
42991665,8.4885555,57.0387995,9.507472626
42991665,8.4884066,57.0389429,9.124789057
42991665,8.4885659,57.0393508,9.164809874
42991665,8.4884962,57.0394419,8.834679666
42991665,8.4881143,57.0395223,8.988026031
143305401,9.502717,56.614923,33.75608418
91226220,9.8600316,57.0699237,0.988898455
91226223,9.8592863,57.0697554,1.08612855
91226223,9.8592865,57.0694573,1.030600807
91226229,9.8733289,57.0626141,2.019975285
125829144,9.9849413,56.6287241,59.50617885
125829146,10.002794,56.6391678,69.47378858
125829146,10.001571,56.6408315,78.02338434
125829146,10.0011632,56.6410793,80.02388073
125829146,10.00097,56.6412209,81.80174343
125829146,10.0006912,56.6414215,82.39329799
125829146,10.0005366,56.6414993,83.06728986
125829146,10.0002834,56.6414569,83.01991657
125829146,10.0000904,56.6415277,82.65855606
125829146,9.9997471,56.642153,82.94256636
125829146,9.9995969,56.6422592,82.93973103
125829146,9.9993778,56.6422309,82.07086381
125829146,9.9971463,56.6415701,72.35459983
125829146,9.9967001,56.6411973,71.7429934
125829146,9.9964641,56.6411383,70.25015245
125829146,9.9888895,56.6423181,55.9104831
125829146,9.9879453,56.6421766,51.43732026
125829148,10.0014851,56.6341059,83.53440754
125829148,10.0014208,56.6366785,76.01527565
125829148,10.0015925,56.6369145,75.26483356
125829148,10.0019142,56.6373512,71.5569213
125829148,10.0019572,56.63754,70.36312892
125829148,10.0020216,56.6377406,70.07475422
125829148,10.0025794,56.6389907,69.74730079
125829148,10.002794,56.6391678,69.74799443
125829148,10.0032661,56.6392976,69.85285053
125829148,10.0058839,56.6400173,69.42184383
125829148,10.0074289,56.6404421,67.56185508
125829148,10.008652,56.6409023,64.1929431
125829148,10.0090596,56.6411973,62.80631452
125829148,10.0092314,56.6413742,61.75635868
42991648,8.5035903,57.034136,13.74265827
125829153,10.0003907,56.6305417,69.28640999
125829153,9.9999143,56.6317521,68.75367687
125829153,10.0002406,56.632135,74.39743549
125829153,10.0002406,56.6323711,76.92578338
125829153,10.0000861,56.633416,79.99437501
146800929,10.0677356,56.8033692,50.5388948
146800929,10.067993,56.8033868,51.13153669
146800929,10.0681969,56.8034103,51.75902011
146800929,10.0683996,56.8034556,52.11297199
146800929,10.0685187,56.8035807,51.41257728
146800929,10.0685928,56.8036788,50.49802387
146800929,10.0686249,56.8037728,49.75327764
146800929,10.0685401,56.8039214,49.35982344
146800929,10.0684329,56.8040565,48.93890059
146800929,10.068421,56.8041311,49.14310001
146800929,10.068539,56.8042074,48.9949787
146800929,10.0687333,56.8042914,48.80552001
146800929,10.0689588,56.8043089,48.46204904
146800929,10.0692217,56.804353,48.57678142
146800929,10.0696508,56.8044381,48.75033254
146800929,10.07008,56.8045351,49.58672643
146800929,10.0706219,56.8046555,48.5070856
146800929,10.0709853,56.8047449,46.45189648
146800929,10.0712535,56.8048066,45.52299311
146800929,10.0714211,56.8048523,44.62848241
146800930,10.0884102,56.8043354,32.86032989
146800930,10.0881367,56.8043265,33.04524664
146800930,10.0878578,56.8042795,32.96612018
146800930,10.0877129,56.8042678,32.66603839
146800930,10.0876109,56.804306,32.86061123
146800930,10.0867793,56.805005,33.87658253
146800930,10.0861249,56.8055424,32.32427852
146800931,10.0781801,56.8034219,32.64172493
121635376,9.5685446,57.0522153,1.946814261
121635376,9.5693017,57.05361,2.249774251
121635378,9.5679435,57.0536799,2.552201646
149946971,9.4459406,56.6202037,16.82685444
149946971,9.446005,56.6200946,15.96683298
149946971,9.4461132,56.6200191,15.15256699
149946971,9.4462142,56.6199618,14.91472574
149946971,9.4463062,56.6198805,14.47069756
149946971,9.4463161,56.6198231,14.20253821
149946971,9.4463216,56.619764,14.28793898
149946971,9.4462634,56.6196739,13.73993286
149946972,9.4421319,56.6170456,29.13761754
149946972,9.4419442,56.6179695,28.79503286
149946972,9.441886,56.6182689,28.08389804
149946972,9.4418209,56.618368,27.77674578
149946972,9.4416707,56.6184329,27.59018681
149946972,9.4413433,56.6185184,26.59096016
149946972,9.4393218,56.6190541,18.11339164
149946972,9.4379377,56.6194466,11.14615524
149946972,9.437675,56.6195351,10.13250442
149946972,9.4376365,56.6195781,10.17683264
90178161,9.9780988,57.0303709,33.22694348
90178161,9.9776683,57.0303905,32.91545012
90178161,9.977128,57.0304105,33.30718369
90178161,9.9770036,57.0304165,33.31340515
90178161,9.9768982,57.0304215,33.08399409
90178161,9.975305,57.0304977,34.52702685
90178161,9.9744942,57.0305612,34.86603987
90178161,9.973836,57.0306556,35.51141326
90178161,9.9732702,57.0307863,35.84229244
90178162,9.9793703,57.0301985,34.18359299
90178162,9.9795632,57.0301891,34.24408073
90178162,9.9812198,57.0301097,35.97518079
90178162,9.9872421,57.0298284,41.0768878
90178162,9.9881274,57.0297892,40.77211593
90178162,9.9893175,57.0297452,40.8759416
90178162,9.9894907,57.0297329,40.81955679
90178162,9.9902474,57.0296839,40.76138505
90178162,9.9916817,57.0295407,39.70821747
90178162,9.9925348,57.0294118,38.65161459
90178162,9.9932084,57.0293025,37.52251392
90178162,9.9943455,57.0290611,34.45547907
90178162,9.9951495,57.0288719,31.76564369
90178162,9.9959852,57.0286286,28.78365135
90178162,9.996861,57.0283436,25.63091743
90178162,9.9973383,57.0281685,23.75695439
90178162,9.9991384,57.0275088,17.70296304
90178162,10.0029041,57.0261591,8.741673793
90178162,10.0042653,57.0256654,7.047097593
90178162,10.0071281,57.0246463,5.027151833
90178163,9.9543467,57.0338543,22.22902953
90178163,9.9542176,57.0338378,22.09396094
121635489,9.59544,57.0861845,1.771819058
121635489,9.5928221,57.0851818,2.201443344
121635489,9.5910626,57.0842022,2.313507618
121809718,10.2381461,57.2836706,36.64329445
121809718,10.2382666,57.2825106,36.75417835
121809718,10.2385707,57.2818859,35.27684723
121809718,10.2391385,57.2808065,36.25865684
153092945,10.2252264,57.5103628,24.83959511
153092945,10.2246588,57.5089472,26.58626727
153092945,10.2243614,57.508243,27.21513717
153092947,10.1645493,57.5223522,23.21963293
153092947,10.1642051,57.5232502,23.3708698
153092947,10.1640715,57.5236813,22.15175481
153092947,10.1639376,57.5241277,21.43047725
153092947,10.1640333,57.5244818,21.29504367
153092947,10.1641862,57.5250103,21.13356591
153092947,10.1644059,57.5252463,21.24075451
153092947,10.1646257,57.5253798,21.16583052
153092947,10.1648742,57.5255747,21.0859176
153092947,10.1649794,57.5258416,21.4418026
153092947,10.1651416,57.5261648,21.4625989
153092947,10.1653234,57.5264163,21.90346786
153092947,10.165266,57.526524,22.34436794
153092947,10.1651416,57.5265599,22.59156698
153092947,10.1648359,57.5265599,22.78382755
153092947,10.1642434,57.5264778,22.66442594
153092956,10.1692108,57.5170876,26.66407788
153092956,10.1666562,57.5167911,26.31153239
153092956,10.1667589,57.5166326,26.22745173
153092956,10.1673366,57.5161361,26.07355508
153092956,10.1678886,57.5158121,26.20056237
153092956,10.1689797,57.5152605,26.71862869
153092956,10.1693905,57.5150399,27.01427718
153092956,10.1695701,57.5148675,27.03593898
153092956,10.1695575,57.5145917,26.72349189
153092959,10.1848471,57.5264801,16.49707305
153092960,10.1773496,57.5201786,23.1168869
153092960,10.1780639,57.5202144,23.15328583
153092962,10.1856244,57.5252218,21.64596035
153092962,10.1857515,57.5251974,21.31870856
153092963,10.1811448,57.5228426,21.7272006
153092963,10.1811577,57.5226841,21.63296302
153092963,10.1812475,57.5226082,21.52245829
153092963,10.1814144,57.5225669,21.6158989
153092971,10.2350543,57.5386777,21.55097444
153092977,10.2120614,57.529786,22.4965031
153092977,10.2108181,57.5297171,21.56073909
153092979,10.2271341,57.5467577,19.86284439
153092980,10.2231404,57.5465945,19.32507763
153092980,10.2233566,57.5479071,18.48872535
121809726,10.2150774,57.2935475,57.87125671
121809726,10.2162534,57.2935809,59.8652209
121809726,10.2193322,57.2936683,63.53001936
121809726,10.2210616,57.2941444,67.2244236
121809726,10.2225382,57.2940717,68.60617237
121809726,10.2232276,57.2941195,68.93095062
121809726,10.2238959,57.2942008,70.37139242
121809726,10.2241704,57.2943654,70.85944373
121809726,10.2245566,57.2945057,69.60909203
121809726,10.2252272,57.2947022,65.83739758
121809726,10.2259278,57.2948697,62.73628939
121809726,10.226599,57.2948787,61.10074373
121809726,10.2266875,57.2950342,61.12397077
121809726,10.2268675,57.2953502,60.59429167
121809726,10.2283105,57.2961933,55.80722311
121809726,10.2286125,57.2965741,55.27077126
121809726,10.2286797,57.296973,56.51052096
121809726,10.2278407,57.2987226,65.29042843
121809726,10.227891,57.299176,67.54578697
153092984,10.1562097,57.5174955,25.66153813
153092984,10.1557013,57.5175394,25.67375268
153092985,10.2300888,57.541301,21.05011907
153092985,10.2302733,57.5409971,20.1266124
153092985,10.2302601,57.540891,19.87069516
153092985,10.2301548,57.5407355,19.2329746
153092985,10.2299176,57.5405093,18.63818064
153092985,10.2295752,57.5402618,18.32076146
153092985,10.2292195,57.5400427,19.18454308
153092985,10.2288507,57.5398377,20.28295535
153092985,10.2286927,57.5396963,20.62691226
153092985,10.2286267,57.5394559,21.21442263
153092985,10.228561,57.5391872,21.13133331
153092985,10.2286135,57.5388479,21.00550623
121809727,10.2763053,57.309861,45.35320324
121809727,10.2762039,57.3095667,46.34779782
121809727,10.2760518,57.309334,46.41374513
121809727,10.2755575,57.3092039,45.99826055
121809727,10.2751648,57.3091286,45.98811623
121809727,10.2747593,57.308937,45.52076953
121809727,10.2744678,57.3087248,44.08465053
121809727,10.2742016,57.3084853,42.14990965
121809727,10.2738215,57.3082731,40.50568562
121809727,10.271984,57.307705,36.45295893
121809727,10.2717939,57.3075407,36.06902354
121809727,10.2716419,57.3069658,35.70487524
121809727,10.2716547,57.3064593,36.91422205
121809727,10.2720094,57.3055558,36.43901973
121809727,10.2719588,57.3053847,37.30219481
121809727,10.2716799,57.3052751,36.22886841
121809727,10.2710718,57.3050972,34.55532095
121809727,10.2709449,57.3049808,33.55459921
121809727,10.2709577,57.3048576,32.90692319
121809727,10.2713504,57.3043648,31.00977323
121809727,10.2713504,57.3042552,30.69748976
121809727,10.2711984,57.3041663,29.57972723
121809727,10.2691835,57.3038787,20.78653148
121809727,10.2690569,57.3038035,19.91181236
121809727,10.2691328,57.3035364,18.55853753
121809727,10.2693103,57.3033654,18.38610778
121809727,10.2697159,57.3032695,19.59746262
121809727,10.2699439,57.3030642,19.3072693
145752958,9.7291404,56.9949283,31.53056597
145752958,9.7272534,56.994777,30.61077517
145752958,9.7253545,56.9946952,27.61213189
145752958,9.7235545,56.9946069,26.02767343
145752958,9.7232731,56.9946367,25.81176495
145752958,9.7231147,56.9946771,25.51498015
145752958,9.722396,56.9946303,22.89321037
145752958,9.7219131,56.9946185,22.73006313
145752958,9.7212265,56.9946128,21.63970174
145752960,9.7233893,57.0090004,6.684379545
145752960,9.7196387,57.0087063,6.696050942
145752960,9.717804,57.0085778,8.514748071
145752960,9.7168492,57.0084902,8.992104357
145752960,9.7167391,57.0087653,8.231257998
145752960,9.7163421,57.009367,7.05069033
145752961,9.6732155,57.0067667,1.996155771
145752961,9.6724965,57.0059662,1.725229452
145752961,9.6717563,57.0052886,1.494502198
145752961,9.6714559,57.0050315,1.553806166
145752961,9.6714131,57.0049264,1.57138957
145752961,9.6713701,57.0048387,1.649975793
145752961,9.6714238,57.0041493,1.957517079
145752961,9.6714559,57.0039857,2.25050558
145752961,9.6715633,57.0038688,2.271807142
145752961,9.6717456,57.0037812,2.026410516
145752961,9.6741704,57.0029048,1.993611158
145752961,9.6743634,57.0028639,2.203448946
145752961,9.6772602,57.002227,2.83726895
153092995,10.2067775,57.5398684,18.49401841
153092995,10.2066516,57.5396785,18.59422429
153092997,10.2075862,57.5217021,21.37139774
145752966,9.7196815,57.0031093,18.68296868
145752966,9.7153041,57.0027938,26.85471877
153092999,10.2103786,57.5215005,24.94561687
145752968,9.7124504,57.0067841,15.90089685
145752968,9.7120399,57.0074333,13.00345892
145752968,9.7114714,57.0082687,8.536722556
145752969,9.6770349,57.020721,2.248425129
153093003,10.1844401,57.5084343,28.3447874
153093003,10.1842446,57.5084593,28.44239075
153093003,10.182661,57.5084893,28.18907771
153093003,10.181824,57.5085091,28.54220362
153093003,10.1815137,57.5085268,28.472174
153093003,10.1810387,57.5085519,28.29061084
153093003,10.180652,57.5086044,27.81997591
145752973,9.6738914,57.0141214,1.510363653
145752973,9.6737733,57.0135724,1.240169154
145752973,9.6738056,57.0134497,1.686870253
145752973,9.6738881,57.013386,1.558522795
145752973,9.6741778,57.0133393,1.252665907
145752973,9.6767421,57.0129421,1.763284526
145752973,9.681326,57.0122289,2.508010359
145752974,9.6826026,57.033818,1.632908857
145752974,9.6826886,57.0335495,2.101777673
145752974,9.6827422,57.0333743,1.898062763
145752974,9.6829568,57.0332225,2.048869342
145752974,9.6831579,57.0331592,2.022212918
145752974,9.6841234,57.0319098,2.302750416
145752974,9.6854002,57.0302225,3.076022438
145752974,9.6854753,57.0300824,3.872313032
145752974,9.6853921,57.0299706,4.560127505
145752974,9.6846411,57.0295969,4.41125239
145752974,9.6837185,57.0292641,4.616050441
145752974,9.6831713,57.029124,4.679001786
145752974,9.682946,57.0289955,5.853668796
145752974,9.683072,57.0288853,6.715894543
104158701,9.2697465,56.857276,19.65809917
104158701,9.2695587,56.8570179,19.94327672
104158701,9.2694151,56.8568306,19.6966259
145752979,9.6846564,57.0118535,3.276156468
145752979,9.6883078,57.0112597,3.754757998
145752979,9.6914914,57.0107334,3.650649282
145752979,9.6918134,57.010675,3.87556859
145752979,9.6919583,57.0106224,3.990643311
145752979,9.693943,57.0096118,3.838548278
145752979,9.6956758,57.0087472,4.354823416
145752979,9.6971374,57.008,4.126371986
145752979,9.6990071,57.0070851,4.657325061
145752979,9.6995112,57.0070063,4.91446596
145752979,9.6998923,57.0069331,5.375235472
145752979,9.7000853,57.0068105,6.313384578
145752979,9.7002516,57.0066411,6.210916995
145752979,9.7004448,57.006387,6.194444981
145752979,9.7005574,57.0062468,6.413278515
146801585,10.0850361,56.8073163,33.3647651
146801585,10.0851258,56.8071062,32.52179498
146801585,10.0854101,56.8065717,30.56936481
146801585,10.0855819,56.8062427,30.35645115
146801586,10.0859801,56.8071871,31.81059766
146801586,10.0860539,56.8070269,31.25119248
146801587,10.0792852,56.7979086,30.58255611
146801587,10.0789793,56.7977131,30.34065141
146801587,10.0788991,56.7976619,30.61086593
146801587,10.0785612,56.797418,30.22053782
146801587,10.0783681,56.7972741,30.01529665
146801587,10.0782125,56.7971478,30.05398974
146801587,10.0781213,56.7970419,30.15517964
146801587,10.0780836,56.7969157,30.2265519
146801587,10.0781051,56.7968011,29.28961447
146801587,10.0782125,56.7966366,28.44933675
146801587,10.0782808,56.7965351,27.95350279
146801587,10.0783131,56.7964499,27.80227739
146801587,10.0783185,56.7963648,27.84815362
146801587,10.0782446,56.7963105,27.69211775
146801587,10.0780623,56.796243,27.45648632
146801587,10.0778317,56.7962019,27.79794292
146801587,10.0776868,56.7961842,28.28748947
146801588,10.0789793,56.7977131,30.34563132
146801588,10.0789688,56.7978175,30.54606159
146801588,10.0788724,56.7980026,30.01111867
146801588,10.0788347,56.7981319,30.08393174
146801588,10.0788187,56.7982317,29.85567054
146801588,10.0788938,56.798311,29.92365772
146801588,10.0789903,56.798361,29.73588533
146801588,10.0791084,56.7984021,29.43460422
146801588,10.0791835,56.7984403,29.31297738
146801588,10.0792102,56.7984844,29.15796945
146801588,10.0791727,56.7985255,29.18485573
146801588,10.0788401,56.7987194,29.13776673
146801588,10.0787812,56.7987781,29.03582935
146801588,10.0787436,56.7988163,28.75107452
146801588,10.0787222,56.7988692,28.61124968
146801588,10.0787222,56.7989426,28.36252723
146801588,10.0787436,56.7990102,28.45185847
146801588,10.0787919,56.7990777,28.01658565
146801588,10.0788508,56.7991394,27.79246714
146801588,10.0789367,56.7991776,27.5081066
146801588,10.0790118,56.7992128,27.72030114
146801588,10.0791244,56.7992452,27.69337338
146801588,10.0797198,56.7994066,28.11962383
146801588,10.0800953,56.7995006,28.32674505
146801588,10.080444,56.799583,29.04178983
146801588,10.0806801,56.7996388,30.07141611
75872856,10.1569443,57.2120727,36.97344769
25690293,8.6901193,56.6076007,2.253503992
25690293,8.6924421,56.6075125,5.8372886
25690293,8.6944446,56.6076007,6.991976608
25690293,8.6959665,56.6074905,7.24617435
25690293,8.6967674,56.6073142,8.773200495
25690295,8.7314305,56.6005079,27.96186075
25690295,8.7315872,56.6011867,28.74327129
25690295,8.7317643,56.6019541,28.46826588
25690295,8.7318845,56.6024752,27.74333921
25690295,8.731933,56.6026852,27.38990287
25690295,8.7321248,56.6035164,27.12704488
25690295,8.7325639,56.605419,27.7608
25690295,8.7326621,56.6063729,27.16725878
25690295,8.7327324,56.6121522,21.93980215
25690295,8.7328726,56.613541,20.87419017
25690295,8.7332702,56.6149412,17.96837763
25690295,8.7335179,56.6158134,16.22011322
25690295,8.7340649,56.6175108,14.53743776
25690295,8.7343315,56.618072,13.28321477
25690295,8.7345654,56.6182467,12.62876535
25690299,8.7542087,56.6388329,1.61934252
25690299,8.7546688,56.6387767,1.715568016
25690299,8.7557011,56.6384063,2.759656048
25690299,8.7563746,56.6381595,3.13586665
106255904,10.3069605,57.5026824,51.49977777
106255904,10.3074067,57.5024298,50.65218932
106255904,10.3103248,57.501323,60.03443618
106255904,10.3120414,57.5006774,56.31989311
106255904,10.31223,57.5006488,55.92155435
106255904,10.3128784,57.5005506,56.51393524
106255904,10.3138654,57.5002854,53.23283345
106255904,10.3145091,57.5000202,51.70692322
106255904,10.3150241,57.4995706,50.68789812
106255904,10.3154747,57.4992478,49.46527056
121636082,9.6004835,57.1578794,6.212677553
121636082,9.6041528,57.1547838,6.179784491
121636083,9.6054189,57.1460193,3.572184105
121636084,9.6064917,57.138976,2.841641758
121636084,9.6067707,57.1383239,2.871258013
121636084,9.6069198,57.1382698,2.760013235
121636084,9.6072427,57.1382657,3.063271945
121636086,9.6135095,57.1491603,4.442136614
121636087,9.6026937,57.1406292,2.667220237
121636087,9.6055474,57.1409436,2.839427285
121636087,9.6058039,57.1410175,2.830075713
121636087,9.605718,57.1412154,2.798098688
121636088,9.5871798,57.1542018,5.079614716
121636088,9.5867506,57.1542251,5.538730238
121636088,9.5864715,57.1543764,6.166955977
121636088,9.5854418,57.1543764,5.628301356
121636088,9.5851198,57.1544463,5.795716154
121636088,9.5838955,57.1545317,5.884942385
121636088,9.5833163,57.1546831,6.308407027
121636088,9.5814721,57.1547954,6.764727729
121636088,9.5797125,57.154842,6.757942869
121636090,9.6149621,57.1469162,4.21096379
121636090,9.6135095,57.1491603,4.453480251
121636090,9.6153097,57.1495271,4.467992014
121636090,9.6152882,57.1496435,4.395136345
121636091,9.5955267,57.1461124,3.237109665
121636093,9.6119849,57.1448901,3.737513891
121636094,9.6028653,57.1480215,4.686490719
131246977,8.8356793,56.7575165,33.78280927
131246977,8.835674,56.7575989,33.17015804
131246977,8.8356335,56.7576834,32.84235783
131246977,8.8354189,56.7576893,32.66325397
131246977,8.8351346,56.7576511,32.49019088
125830644,10.0120101,56.6563119,24.20070506
125830644,10.0118448,56.6562718,23.03896797
125830644,10.0117419,56.6562323,21.98019385
125830644,10.0117097,56.6561763,21.24969422
125830644,10.0117527,56.6560849,20.28107507
125830644,10.0118342,56.6560418,19.03182605
125830644,10.0120326,56.655968,17.54828364
125830644,10.0120638,56.6559021,17.24875386
125830644,10.0120701,56.6558502,16.97657117
125830644,10.0120326,56.6557646,16.73819588
125830644,10.0119897,56.6556703,16.82766474
125830645,9.9695346,56.6006224,54.37803816
125830645,9.969642,56.6005043,54.25161821
125830645,9.9699639,56.6004452,54.58308346
125830645,9.970393,56.6005279,56.6435328
125830645,9.970393,56.6003625,56.0582803
125830645,9.9708006,56.6001735,54.55473442
125830645,9.9710582,56.6000554,53.90050544
125830645,9.9718671,56.5999568,53.79791602
125830645,9.9724701,56.6000619,53.73609976
125830645,9.9727919,56.6002509,54.37391109
125830646,9.980164,56.6078754,55.2221147
125830646,9.9794323,56.6077699,55.07639357
125830646,9.9784182,56.6076739,54.06415489
125830646,9.9773024,56.6075323,53.19477228
125830646,9.9762724,56.6073906,53.51546277
125830646,9.9758002,56.6072961,54.14092498
125830646,9.9742124,56.6068945,56.51097946
125830646,9.972925,56.6063277,59.23196887
125830646,9.9725843,56.605878,57.9875238
125830647,10.0122354,56.6548995,24.7800386
125830647,10.0123105,56.654699,25.68036561
125830647,10.0123963,56.6546458,25.59002497
125830647,10.0126323,56.6545987,25.55714226
125830647,10.0140057,56.6545575,28.65667419
125830648,9.9669812,56.6105194,47.26986573
125830648,9.9676249,56.6094212,41.48993871
125830648,9.9672173,56.6071065,43.28662433
125830648,9.9673459,56.6061617,51.36925697
125830648,9.9674319,56.6060909,51.78484848
125830648,9.9676892,56.6060082,52.54513632
125830648,9.969084,56.6059254,55.85284962
125830648,9.9697278,56.6057838,56.28661374
125830648,9.9714014,56.6058783,56.59176405
125830648,9.9724314,56.6059019,57.58402713
125830649,10.0093172,56.603965,48.4383632
125830650,10.0221703,56.6098581,85.16189156
125830650,10.0226209,56.6098227,83.27630268
125830650,10.0249169,56.609492,82.02179938
125830650,10.0264618,56.6091023,82.16049597
125830650,10.0271485,56.6088189,79.58072143
125830650,10.0279639,56.6084764,79.16467226
125830650,10.0287579,56.6082521,77.7628726
125830650,10.0294015,56.608134,74.18048274
125830650,10.03041,56.6078978,70.16674967
125830652,9.9654147,56.6024538,55.02622861
125830653,9.970393,56.6005279,56.40547286
125830653,9.9706247,56.6008887,58.72487963
125830653,9.9706247,56.6011013,59.70185274
